review,stemmed_review,Transaction Efficiency,User Experience,Account Access and Registration,Balance and Charges
"Saya ada kendala waktu transfer antara ovo ke bank, Saldo saya sudah terpotong tetapi status masih proses, sudah 24jam. Saya sudah melaporkan ke pihak email ovo tetapi saldo saya masih tertahan.apk najis saldo gw gak di kembaliin malah di tahan",kendala waktu transfer bank saldo potong status proses jam lapor pihak email saldo tertahanapk najis saldo kembaliin tahan,2,2,0,2
Suka semoga aman yah dompet nya,suka moga aman dompet,0,1,0,0
Terima kasih🙏💕,terima kasih,0,1,0,0
"aplikasi b390, pas daftar cuma bisa masukin 1 huruf Mending Dana/Gopay",aplikasi b daftar masuk huruf mending danagopay,0,2,2,0
"Apps ini ok gak pake ribet, dah gitu aja sih",apps oke pakai ribet,0,1,0,0
"banyak biaya admin,terus tf dibates""in mending aplikasi biru",banyak biaya adminterus transfer dibatesin mending aplikasi biru,2,0,0,2
Assalamualaikum saya transfer dri ovo ke bank tpi transfer belum sukses terkirim. Masih dalam proses Padahal sudah 2 hari belum juga berhasil terkirim. Tpi saldo sudah terpotong pengiriman masih saja dalam proses,assalamualaikum transfer bank transfer sukses kirim proses hari hasil kirim saldo potong kirim proses,2,0,0,2
Sistem kerja nya ga jelas padahal baru dikirim eh udah di potong dan ini akun baru kok bisa ada yang gunain akun saya,sistem kerja jelas baru kirim eh potong akun baru guna akun,0,2,2,2
Aplikasi sangat bagus mudah terpercaya,aplikasi bagus mudah percaya,0,1,0,0
Terlalu bayak potongan topup dipotong Tf di potong isi pulsa di potong Potongannya gede lagi,terlalu bayak potong topup potong transfer potong isi pulsa potong potong gede,0,2,0,2
"plis buat ovo saya dari kemarin mau transfer saldo saya tapi gk bisa mulu ada tulisan ""maaf ini hanya sementara kamu bisa mencoba nya nanti"" gmna si ovo padahal mau tf saldo loh gk bisa mulu mohon bantuanya",buat kemarin transfer saldo mulu tulis maaf coba transfer saldo mulu mohon bantuanya,0,2,0,2
Suka lama bukanya,suka lama buka,0,2,0,0
Beli paket data udah kepotong transaksi berhasil tp paket data tidak masuk parahhhh MALINGGGGGG,beli paket data potong transaksi hasil paket data masuk parahhhh malingggggg,2,2,0,0
"MAHAL SEKALI, admin dan biaya transak ninya ...😖😖",mahal sekali admin biaya transak ninya,0,0,0,2
Saya pengguna baru OVO sya coba upgrade ke premier TPI GK bisa Sya hubungi CS by email TPI kendala tidak teratasi malah email sya diblokir sama CSnya...,guna baru coba tingkat premier hubung rekan by email kendala atas email blokir csnya,0,2,2,0
RIBET BANGET PAKENYA,ribet pakenya,0,2,0,0
"Transaksi mahal. Yg lain gratis. top up dari Mbanking kepotong 1.000, transfer ke rek. bank admin 2.500. Nyesel gue",transaksi mahal gratis topup mbanking potong transfer rek bank admin sesal,0,2,0,2
SANGAT COCOK DAN BAIK,cocok baik,0,1,0,0
Ovo aku udah dua kali yangkut 100ribu sama 50 ribu,yangkut ribu ribu,0,0,0,2
aplikasi lintah darat semuanya bayar,aplikasi lintah darat semua bayar,0,2,0,2
Apk goblog duit suka hilang Jgn pake apk ini nyesel nanti,goblok duit suka hilang jangan pakai sesal,0,2,0,2
Knpa ya aplikasi ovo saya bener bener lemot sekaliiiii??,aplikasi benar benar lot sekaliiiii,0,2,0,0
sangat membntu untuk blnja,membntu belanja,0,1,0,0
Aplikasi nggk berguna dimunculkan nggk bisa dipkai,aplikasi guna muncul dipkai,0,2,0,0
"Jelek sekali. Bayar PBB loadingnya lama, bayar tagihan akulaku gagal terus, gak ada promo yang jelas.",jelek sekali bayar pbb loadingnya lama bayar tagih akulaku gagal promo jelas,2,2,0,0
kenapa sih ovo sekarang dikit-dikit update baru kemarin update dah di suruh update lg sebulan sampai 2x update kl ga update ga bs di buka🤦‍♀️kl gini trs bisa pindah nih,sekarang dikitdikit baru baru kemarin baru suruh baru bulan baru baru bukakl begini pindah,0,2,0,0
OVO sangat ribed pelayanannya jelek data sudah lengkap upgrade saja gagal terus ke premier Alpikasknya dan pelayanan kurang baik,ribed layan jelek data lengkap tingkat gagal premier alpikasknya layan kurang baik,0,2,2,0
Sangat bagus,bagus,0,1,0,0
Akun ku hilang pas mau ganti akun malah di tolak,akun ku hilang ganti akun tolak,0,0,2,0
"Aplikasi gk guna, verifikasinya lama! klo top up di merchant kena admin 2k , trus saldo juga kepotong katanya biaya admin top up lagi.",aplikasi verifikasi lama topup merchant admin k saldo potong kata biaya admin topup,0,2,2,2
Ovo mars aplikasi bagus,mars aplikasi bagus,0,1,0,0
"Makin gak ngerti lagi sama ovo, Ampe males ngeluhin ..",makin erti malas ngeluhin,0,2,0,0
Siap.layanan tanya jawab SMG di tingkatkan,siaplayanan tanya jawab moga tingkat,0,1,0,0
Aplikasi apa ini ovo !! Bayar pakai QRis gak bisa !! Sudah ku coba instal ulang pun di persulit code verifikasi tidak muncul !!!,aplikasi bayar pakai qris ku coba instal ulang sulit code verifikasi muncul,2,2,2,0
"Parah aplikasi ini, masih bagus GOPAY ATAU DANA transfer uang GRATIS ADMIN, banyak PROMO LAGI, BELI PULSA ATAU KOUTA MURAH LAGI",parah aplikasi bagus gopay dana transfer uang gratis admin banyak promo beli pulsa kouta murah,0,2,0,2
"Mengecewakan, buat beli Paket Data Sering gagal🥴😌",kecewa buat beli paket data sering gagal,2,2,0,0
aplikasi dompet digital sebesar ini ga bertanggungjawab banget,aplikasi dompet digital besar tanggung jawab,0,2,0,0
Dgn ovo semua menjadi mudah & cepat.,semua jadi mudah cepat,0,1,0,0
"aplikasi tololl, gajelas , scan nik dikira nik sudah terdaftar, padahal belom pernah daftar sama sekli. ngajuin formulir laporan ke cs malah gagal mulu. aplikasi gajuelas guwendeeng guwendeeng",aplikasi tololl jelas scan nik kira nik daftar pernah daftar sekli aju formulir lapor rekan gagal mulu aplikasi gajuelas guwendeeng guwendeeng,0,2,2,0
"Ribet mau bayar indrive, kudu upgrade, giliran upgrade gagal Mulu 😡",ribet bayar indrive tingkat gilir tingkat gagal mulu,0,2,2,0
Sangat mudah dan gampang cara pemakaiannya,mudah gampang cara pakai,0,1,0,0
Jaga akun n permudah untuk tf. Bagus pelayanannya terima kasih ovo semoga selalu amanah,jaga akun mudah transfer bagus layan terima kasih moga selalu amanah,1,1,0,0
Gampang untuk transfer dll enak ngg pake nunggu lama,gampang transfer enak pakai tunggu lama,1,1,0,0
"Gak kayak apl DANA klo nomor akun yg lama hilang bisa daftar lgi pake eKTP langsung bisa,, Udh tlpon CS pulsa kepotong tpi gak dapat penjelasan apa2.. Bintang 0 klo ada",apl dana nomor akun lama hilang daftar pakai elektonik kartu tanda duduk langsung tlpon rekan pulsa potong jelas bintang,0,2,2,0
"Sangat kecewa, tiap mau cek ovo setelah transaksi transfer uang, masuk atw belum, selalu gagal..",kecewa tiap cek transaksi transfer uang masuk selalu gagal,0,2,0,0
Ok banget,oke,0,1,0,0
Diberi kemudahan,beri mudah,0,1,0,0
"Mantap, transfer secepat kilat.",mantap transfer cepat kilat,1,0,0,0
"Mau tarik uang yg ada di dompet ovo, malah disuruh upgrade akun. Giliran akun mau di upgrade malah gak sesuai dengan syarat dan ketentuannya. Gimana coba duit gw udh nyangkut di ovo di tarik gabisa di belanjain juga gabisa dipake untuk sesama ovo juga gabisa. Aneh aplikasinya",tarik uang dompet suruh tingkat akun gilir akun tingkat sesuai syarat tentu coba duit sangkut tarik belanjain pakai sama aneh aplikasi,0,2,2,2
Aplikasi bagus dan terpecaya,aplikasi bagus terpecaya,0,1,0,0
Ok mantap,oke mantap,0,1,0,0
ovo gajelas banget mau daftar aja di suruh update pas udah update di suruh lagi pas udah malah gabisa,jelas daftar suruh baru baru suruh,0,2,2,0
Oke lumayan boleh bisa,oke lumayan,0,1,0,0
"Diupgrade premier gagal terus,..mengecewakan..harus merelakan isi saldo",tingkat premier gagal terusmengecewakanharus rela isi saldo,0,2,2,0
Sangat memuaskan,muas,0,1,0,0
Mempermudah buat segala hal 🙏🙏🙏,mudah buat segala,0,1,0,0
Kagak bisa masuk dari tadi padahal pket ad,masuk tadi pket,0,2,0,0
Pelayanan nya sekarang lelet sekali,layan sekarang lelet sekali,0,2,0,0
"Apk gak jelas , disconnect Mulu ,niat bikin apk gak sih,tiap topup kena potongan Mulu,4g 5 titik pul pun gak bisa masuk ,APUS aja apk klen ni ,",jelas disconnect mulu niat bikin sihtiap topup potong mulug titik pul masuk hapus,0,2,0,2
Sangat tidak di rekomendasikan.. Isi saldo admin gede + ada potongan dari ovo nya juga..,rekomendasi isi saldo admin gede potong,0,2,0,2
Aplikasi baik,aplikasi baik,0,1,0,0
"anehh jaringam bagus ko,,,malah lambat bukanya apanya ini woii perbaiki tuu lontong apa2 ja pun",anehh jaringam bagus koma lambat buka apa oi baik lontong,0,2,0,0
Ganguan apa ya ga bisa pakai transaksi ..bayar qris ga bisa transfers ga bisa,ganguan pakai transaksi bayar qris transfers,2,0,0,0
"Ovo skrng susa di buka, data lncr tpi ttp aja jaringan data",sekarang susa buka data lncr tetap jaring data,0,2,0,0
Sekarang makin lemot banget,sekarang makin lot,0,2,0,0
Saldo saya sudah terpotong dan tidak masuk ke nomor tujuan pusat bantuan pun tidak merespon,saldo potong masuk nomor tuju pusat bantu jawab,0,2,0,2
Bgus sekali,bagus sekali,0,1,0,0
"saya membayar di merchant tapi pembayaran sudah gagal, saya sudah lapor di email pihak ovo tapi tidak ada kelanjutan nyaa, dari pihak ovo belum mengembalikan saldo saya bahkan sudah hampir seminggu ini",bayar merchant bayar gagal lapor email pihak lanjut pihak kembali saldo bahkan hampir minggu,2,2,0,2
Penggunaannya sangat mudah,guna mudah,0,1,0,0
"Ribet banget,biaya adminnya juga banyak banget,mau tarik tunai bayar,mau top up bayar semia serba bayar,jadi males pake",ribet bangetbiaya adminnya banyak bangetmau tarik tunai bayarmau topup bayar semia serba bayarjadi malas pakai,0,2,0,2
"Ovo premium menyusahkan,asu",premium menyusahkanasu,0,2,2,0
Aplikasi aneh ini. Masa biaya transaksi dibebankan sama penerima tranfser? Ya bebankan sama yg transfer lah atau jangan-jangan dua-duanya dipotong?,aplikasi aneh biaya transaksi beban terima tranfser beban transfer janganjangan dua potong,0,2,0,2
makin lama makin susah buat di buka apk nya bahbiii,makin lama makin susah buat buka bahbiii,0,2,0,0
Masih kurang untuk transfer ke Bank memakai Qris tidak bisa,kurang transfer bank pakai qris,2,2,0,0
"Customer service susah untuk dihubungi, dan tidak ada akses untuk chat dengan agent cs, penanganan pengaduan pun sangat sangat sangat lambat, untuk top up semuanya dikenakan admin, aplikasi tidak berkembang.",customer service susah hubung akses chat agent rekan tangan adu lambat topup semua kena admin aplikasi kembang,0,2,0,2
Sekali transaksi ntah beli / topup pasti ada potongan,sekali transaksi entah beli topup potong,0,0,0,2
Dana saya yang saya transfer ke bank BNI masih tertahan udah mau 2hari nominalnya besar lagi blm bisa balik,dana transfer bank bank negara indonesia tahan hari nominal besar balik,2,0,0,2
Mudah transfer sesama ovo👍👍👍,mudah transfer sama,1,0,0,0
Sangat membantu,bantu,0,1,0,0
mohon aplikasi nya agar bisa di gunakan dengan baik dan tidak ada merasakan aplikasi gk lemot dan eror ok,mohon aplikasi guna baik rasa aplikasi lot eror oke,0,2,0,0
Halo pihak ovo yang tidak terhormat. Ini transaksi saya ceritanya gimana? Uang sudah saya kirim dari tadi malam sampai sekarang masih dalam keadaan transfer diproses. Diharap kepada pihak ovo agar menggunakan isi kepalanya. Salam waras...,halo pihak hormat transaksi cerita uang kirim tadi malam sekarang ada transfer proses harap pihak guna isi kepala salam waras,2,2,0,0
"Malam. mohon penjelasannya, dari sore hingga jam 1 mlm lebih? Aplikasi nya gak bisa digunakan, bahkan sudah hapus chache juga uninstall? Tetap aja gak bisa masuk. Kalaupun masuk? GAGAL MEMUAT KONTEN. apalagi gangguan? Atau ada kendala lain? Tolong penjelasannya /perbaikannya SEGERA. TERIMAKASIH",malam mohon jelas sore hingga jam malam lebih aplikasi guna bahkan hapus chache uninstall tetap masuk kalaupun masuk gagal muat konten ganggu kendala jelas baik segera terima kasih,0,2,0,0
WOI GW MAU TF TAPI PAS MAU NGETIK PIN MALAH KEYBOARDNYA ILANG TERUS JEMBUT,woi transfer etik pin keyboardnya hilang jembut,0,2,0,0
Aplikasi ga bermutu masa kalah sama aplikasi dana yg punya fitur canggih.. Ini aplikasi ovo udahlah mahal biaya transfer Dikit dikit update terus,aplikasi mutu kalah aplikasi dana punya fitur canggih aplikasi sudah mahal biaya transfer sedikit sedikit baru,0,2,0,2
"Jelek , tnggal verifikasi aja gak ada veri, 1 jam sampai nunggu",jelek tnggal verifikasi veri jam tunggu,0,2,2,0
Sangat membantu,bantu,0,1,0,0
Tidak bisa mengetik nama saat mendaftar,etik nama daftar,0,0,2,0
Yang benar saja... aplikasi kok sulit dibukanya... klungker2 gk jelas...,benar aplikasi sulit buka klungker jelas,0,2,0,0
Sekarang tf ke sesama ewalet ga bisa padahal dulu ada,sekarang transfer sama ewalet dulu,2,0,0,0
Gampang dan cepat,gampang cepat,0,1,0,0
Sangat membantu,bantu,0,1,0,0
jengkel bener dah..mau update premier kagak bisa bisa ...udh dua hari loh di tunggu tnggu tapi ttp kagak bisa,jengkel benar dahmau baru premier hari tunggu tunggu tetap,0,2,2,0
"habis download masukin nomor lalu ketik nama tidak bisa, butuuuut",habis unduh masuk nomor lalu ketik nama butuuuut,0,2,2,0
Top up lama amat masuknya,topup lama masuk,0,0,0,2
"Sumpah kalo gangguan gak kira kira. Aplikasi nya lemot, mungkin ini alasannya kenapa kebanyakan orang pilih apl. DANA . Ketimbang ovo",sumpah ganggu kira kira aplikasi lot mungkin alas banyak orang pilih apl dana ketimbang,0,2,0,0
Oke mantab,oke mantap,0,1,0,0
Gut bangetz terbantu... For payment,gut bangetz bantu for payment,1,0,0,0
"Aplikasi paling parah sie,tingkat keamanan nya parah banget sran gua mending jangan download",aplikasi parah sietingkat aman parah sran mending jangan unduh,0,2,0,0
Kenapa tidak bisa transfer ke e wallet lain seperti gop4y dan d4na,transfer ewallet gopy dna,2,0,0,0
Woy duit ku 1 jt belum kembali. Sedang proses mulu,oi duit ku juta sedang proses mulu,0,2,0,2
Best apk,best,0,1,0,0
Sukses selalu buat OVO,sukses selalu buat,0,1,0,0
The best,the best,0,1,0,0
"Mau masuk, knp email sudah dipakai mulu. lieurrr",masuk email pakai mulu lieurrr,0,0,2,0
"Keren, sangat membantu",keren bantu,0,1,0,0
"Berkali kali minta kode otp,eh di kirim link,padahal kan mau ganti hp. sudah di klik ,ternyata di arah kan ke dalam ovo di hp yang lama.terus sampe berapa lama padahal saya mau pindah ke hp lain ?",kali minta kode otpeh kirim linkpadahal ganti handphone klik nyata arah handphone lamaterus berapa lama pindah handphone,0,2,2,0
Sangat bagus,bagus,0,1,0,0
"Kenapa untuk pembayaran katanya sukses tapi nyatanya belum kebayar, tolonglah di perbaiki",bayar kata sukses nyata bayar tolong baik,2,2,0,0
Bagus sekali,bagus sekali,0,1,0,0
Knpa sllu gagal tf,selalu gagal transfer,2,0,0,0
Very Good,good,0,1,0,0
Bgus bgt,bagus,0,1,0,0
Bagus banget,bagus,0,1,0,0
Pengajuan ke primer gagal terus payah !,aju primer gagal payah,0,0,2,0
Sat set lebih cepat,sat set lebih cepat,0,1,0,0
Pembayaran listrik PLN meteran kenapa tdk bisa??? Sebulan yang lalu bisa?,bayar listrik usaha listrik negara meter bulan lalu,2,0,0,0
"Paling suka transaksi pake OVO, gk ribet",suka transaksi pakai ribet,1,1,0,0
Padahal transaksi sudah berhasil tapi saldo gak masuk masuk,transaksi hasil saldo masuk masuk,2,2,0,0
Nyesel kenal aplikasi ovo. Saya tranfer uang dari ovo ke bca. Tapi kepending. Disuruh nunggu 2hr kerja. Nyesel donlowd aplikasi kaya gini,sesal kenal aplikasi tranfer uang baca pending suruh tunggu hari kerja sesal donlowd aplikasi begini,2,2,0,0
Joss sat set,joss sat set,0,1,0,0
Aq kirim email knp g bisa di verifikasi? Sulit atau dipersulit nich? daftar aja ribet,kirim email verifikasi sulit sulit daftar ribet,0,2,2,0
Mantap nih,mantap,0,1,0,0
"Biaya adminnya paling mahal diantara ewallet yg lain, jd males pake ovo tuh Maaf ya saya harus uninstall apk ini",biaya adminnya mahal antara ewallet malas pakai maaf uninstall,0,2,0,2
Membantu sekali,bantu sekali,0,1,0,0
Pertama pakai OVO sangat kecewa gimana tidak transaksi dari temenku uda suskes tapi saldo aku masih aja nolll ... Padahal sinyal uda bagus nomor juga benar Uangnye masuk kemane ?,pertama pakai kecewa transaksi teman suskes saldo nolll sinyal bagus nomor benar uangnye masuk,0,2,0,2
Ok akurat,oke akurat,0,1,0,0
Tidak ada fitur transfer ke ewallet lainnya seperti dana.,fitur transfer ewallet lain dana,2,0,0,0
"Setiap saya buka apk ovo ini kenapasi selalu minta update terus, padahal aku juga baru update. Lalap update terus👎👎👎",buka selalu minta baru baru baru lalap baru,0,2,0,0
lebih baik seabank atau dana setiap tf gak pake admin,lebih baik seabank dana transfer pakai admin,0,0,0,2
kok ga bisa di update yaa minn dari tdi coba lagi mulu,baru minn tadi coba mulu,0,2,0,0
aplikasi yang lain udah banyak dan ada yang transfer ke banyak bank free alias gratis sedangkan ovo masih berbayar 2500 dan setiap top up dari bank selalu terpotong saldonya,aplikasi banyak transfer banyak bank free alias gratis bayar topup bank selalu potong saldo,0,2,0,2
"Saldo ovo sudah berkurang, tapi transfer belum berhasil. Tolong lah ovo perbaikan dan pengecekannya",saldo kurang transfer hasil baik kece,2,2,0,2
Dana ga nyampe...masa harus nunggu 1 bulan buat balik lagi dana nya ..lewat email balasan cuman PHP donk malah harus nunggu konfirmasi 1 bulan Hahahaha. Payah,dana nyampemasa tunggu bulan buat balik dana lewat email balas php tunggu konfirmasi bulan haha payah,0,2,0,2
Cukup membantu,cukup bantu,0,1,0,0
Mantap jiwa,mantap jiwa,0,1,0,0
Aplikasi nya sangat membantu,aplikasi bantu,0,1,0,0
sangat mudah digunakan,mudah guna,0,1,0,0
"Sulit melakukan top up. Padahal dari saldo M-Banking sudah berkurang untuk top up, tapi di aplikasi ovo ini sendiri saldonya tidak masuk dan tidak bertambah.",sulit laku topup saldo mbanking kurang topup aplikasi sendiri saldo masuk tambah,0,2,0,2
Aplikasi yang sangat membantu,aplikasi bantu,0,1,0,0
Bisa diandalkan,andal,0,1,0,0
kenapa harus terjadi masalah ..proses transfer belum masuk ke penerima,jadi masalah proses transfer masuk terima,2,2,0,0
"luar biasa, membantu transaksi lebih baik lagi",luar biasa bantu transaksi lebih baik,1,1,0,0
Mantap broo,mantap bro,0,1,0,0
